
beyond,孤单一吻,http://content.12530.com/cmsdata/batchmusic/20070724/1USyjC2S.wma,/home/12420125210742.wma
beyond,无事无事,http://content.12530.com/newcmsdata/batchmusic/20080707/MdoKwSGd.wma,/home/12420125220378.wma
beyond,再见理想,http://content.12530.com/cmsdata/batchmusic/20070724/jfaH3gKp.wma,/home/12420125220221.wma
beyond,午夜迷墙,http://content.12530.com/cmsdata/batchmusic/20070724/lg3kJEja.wma,/home/12420125230425.wma
beyond,我的知己,http://content.12530.com/newcmsdata/batchmusic/20080707/y9zHYEvF.wma,/home/12420125240091.wma
beyond,午夜怨曲,http://content.12530.com/cmsdata/batchmusic/20070724/vMjTXEoj.wma,/home/12420125250134.wma
beyond,点解点解,http://content.12530.com/newcmsdata/batchmusic/20081121/2ni9Pu5K.mp3,/home/12420125260411.mp3
beyond,曾经拥有,http://content.12530.com/cmsdata/batchmusic/20070724/9uxBqmmR.wma,/home/12420125270790.wma
beyond,现代舞台,http://content.12530.com/cmsdata/batchmusic/20070724/ylD05f31.wma,/home/12420125270503.wma
beyond,午夜流浪,http://content.12530.com/cmsdata/batchmusic/20070724/r1GPj4df.wma,/home/12420125280292.wma
beyond,早班火车,http://content.12530.com/cmsdata/batchmusic/20070724/H3C6lHE1.wma,/home/12420125320419.wma
beyond,我是愤怒,http://content.12530.com/cmsdata/batchmusic/20070724/ZPxVsstv.wma,/home/12420125330423.wma
beyond,岁月无声,http://content.12530.com/cmsdata/batchmusic/20070724/RPjz2kqt.wma,/home/12420125340586.wma
beyond,无重状态,http://content.12530.com/cmsdata/batchmusic/20070724/1TehJviw.wma,/home/12420125340046.wma
beyond,逝去日子,http://content.12530.com/cmsdata/batchmusic/20070724/dJg4XkOJ.wma,/home/12420125350367.wma
beyond,不见不散,http://content.12530.com/cmsdata/batchmusic/20070724/SlA3VLup.wma,/home/12420125360699.wma
beyond,光辉岁月,http://content.12530.com/cmsdata/batchmusic/20080430/6302nuqw.wma,/home/12420125370831.wma
beyond,时日无多,http://content.12530.com/cmsdata/batchmusic/20070724/KWws1Mzh.wma,/home/12420125370533.wma
beyond,一厢情愿,http://content.12530.com/newcmsdata/batchmusic/20080707/rwb4oZWf.wma,/home/12420125380461.wma
beyond,祝你愉快,http://content.12530.com/cmsdata/batchmusic/20070724/1MoJEzQ0.wma,/home/12420125380565.wma
beyond,青马大桥,http://content.12530.com/newcmsdata/batchmusic/20080707/0lv8F6Sq.wma,/home/12420125390394.wma
beyond,热情过后,http://content.12530.com/newcmsdata/batchmusic/20080707/jFmfjFxv.wma,/home/12420125450706.wma
beyond,错有错着,http://content.12530.com/newcmsdata/batchmusic/20080822/qZlrKGee.mp3,/home/12420125460540.mp3
beyond,不再犹豫,http://content.12530.com/cmsdata/batchmusic/20070724/kwd0VUPm.wma,/home/12420125470045.wma
beyond,胡涂的人,http://content.12530.com/newcmsdata/batchmusic/20080707/RyxLGs2N.wma,/home/12420125480335.wma
